Notti;Periodo;"Room Night";"Room Night Totali";Pickup;"Lead Time Medio";Occupazione(%);"Occupazione Persone Media";"Non Classificato";Ristorante;"Spa
";Pernotto;Altro;Sconti;"City Tax";RevPar;ADR;"Ricavo medio prenotazione";Totale;"Totale senza imposta"
1,00;"Gi 16 Ott 2025";24,00;25,00;10,00;"3 mesi 4 giorni 0 ore";96,00;2,38;0,00;731,00;720,00;3.860,74;124,00;0,00;129,32;154,43;160,86;231,88;5.565,06;5.435,74
1,00;"Ve 17 Ott 2025";25,00;25,00;12,00;"1 mesi 13 giorni 0 ore";100,00;2,16;0,00;577,50;690,00;4.058,75;35,00;0,00;127,50;162,35;162,35;219,55;5.488,75;5.361,25
1,00;"Sa 18 Ott 2025";24,00;25,00;6,00;"1 mesi 2 giorni 0 ore";96,00;2,08;0,00;594,00;0,00;4.346,38;0,00;0,00;112,50;173,86;181,10;210,54;5.052,88;4.940,38
1,00;"Do 19 Ott 2025";20,00;25,00;18,00;"2 mesi 4 giorni 0 ore";80,00;2,05;0,00;603,00;30,00;2.574,57;15,00;0,00;87,50;102,98;128,73;165,50;3.310,07;3.222,57
1,00;"Lu 20 Ott 2025";25,00;25,00;13,00;"2 mesi 19 giorni 0 ore";100,00;2,08;0,00;526,50;310,00;3.620,66;140,00;0,00;115,00;144,83;144,83;188,49;4.712,16;4.597,16
1,00;"Ma 21 Ott 2025";25,00;25,00;13,00;"2 mesi 0 giorni 0 ore";100,00;2,08;-58,50;607,00;890,00;3.443,37;2,00;0,00;120,00;137,73;137,73;200,15;5.003,87;4.883,87
1,00;"Me 22 Ott 2025";24,00;24,00;18,00;"2 mesi 4 giorni 0 ore";100,00;2,08;-0,60;708,50;600,00;3.396,10;4,00;0,00;117,50;141,50;141,50;201,06;4.825,50;4.708,00
1,00;"Gi 23 Ott 2025";25,00;25,00;12,00;"1 mesi 11 giorni 0 ore";100,00;2,08;0,00;581,00;290,00;3.170,95;116,00;0,00;120,00;126,84;126,84;171,12;4.277,95;4.157,95
1,00;"Ve 24 Ott 2025";25,00;25,00;12,00;"1 mesi 17 giorni 0 ore";100,00;2,12;0,00;685,00;510,00;3.841,49;4,00;0,00;127,50;153,66;153,66;206,72;5.167,99;5.040,49
1,00;"Sa 25 Ott 2025";25,00;25,00;13,00;"1 mesi 5 giorni 0 ore";100,00;2,12;0,00;691,00;850,00;4.042,63;7,00;-87,00;125,00;161,71;161,71;225,15;5.628,63;5.503,63
1,00;"Do 26 Ott 2025";24,00;25,00;22,00;"1 mesi 13 giorni 0 ore";96,00;2,13;0,00;670,00;460,00;2.396,00;57,00;0,00;112,50;95,84;99,83;153,98;3.695,50;3.583,00
1,00;"Lu 27 Ott 2025";25,00;25,00;18,00;"2 mesi 0 giorni 0 ore";100,00;2,28;0,00;574,50;160,00;3.365,17;14,00;0,00;115,01;134,61;134,61;169,15;4.228,68;4.113,67
1,00;"Ma 28 Ott 2025";25,00;25,00;19,00;"3 mesi 13 giorni 0 ore";100,00;2,20;0,00;712,00;0,00;3.090,91;20,00;0,00;122,49;123,64;123,64;157,82;3.945,40;3.822,91
1,00;"Me 29 Ott 2025";24,00;25,00;12,00;"2 mesi 0 giorni 0 ore";96,00;1,88;0,00;684,50;0,00;2.847,60;0,00;0,00;97,50;113,90;118,65;151,23;3.629,60;3.532,10
1,00;"Gi 30 Ott 2025";21,00;25,00;11,00;"1 mesi 21 giorni 0 ore";84,00;1,95;0,00;584,00;340,00;2.402,31;75,00;0,00;95,00;96,09;114,40;166,49;3.496,31;3.401,31
1,00;"Ve 31 Ott 2025";25,00;25,00;14,00;"1 mesi 13 giorni 0 ore";100,00;2,24;0,00;533,00;110,00;4.184,87;0,00;0,00;112,50;167,39;167,39;197,61;4.940,37;4.827,87
1,00;"Sa 01 Nov 2025";25,00;25,00;13,00;"1 mesi 21 giorni 0 ore";100,00;2,16;0,00;514,00;560,00;4.385,01;69,00;-0,50;125,00;175,40;175,40;226,10;5.652,51;5.527,51
1,00;"Do 02 Nov 2025";23,00;25,00;21,00;"1 mesi 14 giorni 0 ore";92,00;1,96;0,00;528,00;370,00;2.276,99;0,00;0,00;105,00;91,08;99,00;142,61;3.279,99;3.174,99
1,00;"Lu 03 Nov 2025";25,00;25,00;21,00;"2 mesi 26 giorni 0 ore";100,00;2,04;0,00;448,00;410,00;2.343,87;5,00;0,00;120,00;93,75;93,75;133,07;3.326,87;3.206,87
1,00;"Ma 04 Nov 2025";24,00;25,00;25,00;"2 mesi 26 giorni 0 ore";96,00;2,04;0,00;555,50;380,00;2.175,61;100,00;-10,00;115,00;87,02;90,65;138,17;3.316,11;3.201,11
1,00;"Me 05 Nov 2025";21,00;25,00;24,00;"3 mesi 4 giorni 0 ore";84,00;2,05;0,00;508,50;60,00;1.873,58;25,00;0,00;100,00;74,94;89,22;122,24;2.567,08;2.467,08
1,00;"Gi 06 Nov 2025";24,00;25,00;24,00;"1 mesi 8 giorni 0 ore";96,00;2,08;0,00;470,50;380,00;1.829,34;120,00;-30,00;117,50;73,17;76,22;120,31;2.887,34;2.769,84
1,00;"Ve 07 Nov 2025";25,00;25,00;14,00;"1 mesi 4 giorni 0 ore";100,00;2,00;0,00;493,50;620,00;2.109,46;35,00;0,00;117,50;84,38;84,38;135,02;3.375,46;3.257,96
1,00;"Sa 08 Nov 2025";25,00;25,00;54,00;"0 mesi 25 giorni 0 ore";100,00;2,04;0,00;586,00;870,00;3.476,33;0,00;0,00;122,50;139,05;139,05;202,19;5.054,83;4.932,33
1,00;"Do 09 Nov 2025";25,00;25,00;15,00;"0 mesi 16 giorni 0 ore";100,00;2,16;0,00;592,00;250,00;2.198,08;205,00;-50,00;115,00;87,92;87,92;132,40;3.310,08;3.195,08
1,00;"Lu 10 Nov 2025";25,00;25,00;20,00;"1 mesi 21 giorni 0 ore";100,00;2,20;0,00;559,00;280,00;2.204,79;0,00;0,00;117,50;88,19;88,19;126,45;3.161,29;3.043,79
1,00;"Ma 11 Nov 2025";25,00;25,00;26,00;"2 mesi 4 giorni 0 ore";100,00;2,12;0,00;622,00;590,00;1.951,87;0,00;-8,00;117,50;78,07;78,07;130,93;3.273,37;3.155,87
1,00;"Me 12 Nov 2025";25,00;25,00;27,00;"1 mesi 19 giorni 0 ore";100,00;2,24;0,00;650,50;470,00;1.952,68;4,00;0,00;120,00;78,11;78,11;127,89;3.197,18;3.077,18
1,00;"Gi 13 Nov 2025";25,00;25,00;10,00;"1 mesi 21 giorni 0 ore";100,00;2,24;0,00;758,00;480,00;2.310,21;0,00;0,00;122,50;92,41;92,41;146,83;3.670,71;3.548,21
1,00;"Ve 14 Nov 2025";25,00;25,00;18,00;"1 mesi 14 giorni 0 ore";100,00;2,20;0,00;673,50;230,00;2.862,52;36,00;0,00;125,00;114,50;114,50;157,08;3.927,02;3.802,02
1,00;"Sa 15 Nov 2025";25,00;25,00;13,00;"1 mesi 5 giorni 0 ore";100,00;2,12;0,00;532,00;630,00;3.486,66;65,00;0,00;127,50;139,47;139,47;193,65;4.841,16;4.713,66
1,00;"Do 16 Nov 2025";21,00;25,00;19,00;"1 mesi 3 giorni 0 ore";84,00;2,05;0,00;554,00;350,00;1.500,86;45,00;0,00;102,50;60,03;71,47;121,54;2.552,36;2.449,86
1,00;"Lu 17 Nov 2025";20,00;25,00;66,00;"1 mesi 21 giorni 0 ore";80,00;1,85;0,00;494,00;180,00;1.380,52;25,00;0,00;87,50;55,22;69,03;108,35;2.167,02;2.079,52
1,00;"Ma 18 Nov 2025";21,00;25,00;26,00;"1 mesi 17 giorni 0 ore";84,00;1,81;0,00;443,00;220,00;1.471,28;335,00;0,00;90,00;58,85;70,06;121,87;2.559,28;2.469,28
1,00;"Me 19 Nov 2025";24,00;25,00;35,00;"1 mesi 17 giorni 0 ore";96,00;1,96;0,00;465,00;270,00;1.818,56;43,00;0,00;110,00;72,74;75,77;112,77;2.706,56;2.596,56
1,00;"Gi 20 Nov 2025";25,00;25,00;16,00;"1 mesi 14 giorni 0 ore";100,00;1,68;0,00;513,50;380,00;1.979,08;0,00;-36,00;100,00;79,16;79,16;117,46;2.936,58;2.836,58
1,00;"Ve 21 Nov 2025";24,00;25,00;13,00;"1 mesi 14 giorni 0 ore";96,00;1,92;0,00;568,00;300,00;2.442,24;2,00;0,00;110,00;97,69;101,76;142,59;3.422,24;3.312,24
1,00;"Sa 22 Nov 2025";25,00;25,00;16,00;"1 mesi 3 giorni 0 ore";100,00;2,08;0,00;546,00;1.250,00;3.564,61;0,00;0,00;125,00;142,58;142,58;219,42;5.485,61;5.360,61
1,00;"Do 23 Nov 2025";19,00;24,00;26,00;"1 mesi 5 giorni 0 ore";79,17;2,00;0,00;681,00;380,00;1.502,66;0,00;-50,00;75,00;62,61;79,09;136,25;2.588,66;2.513,66
1,00;"Lu 24 Nov 2025";21,00;25,00;22,00;"2 mesi 13 giorni 0 ore";84,00;2,29;0,00;385,00;175,00;1.770,53;0,00;0,00;90,00;70,82;84,31;115,26;2.420,53;2.330,53
1,00;"Ma 25 Nov 2025";20,00;25,00;29,00;"2 mesi 4 giorni 0 ore";80,00;2,10;0,00;612,50;340,00;1.359,48;0,00;0,00;85,00;54,38;67,97;119,85;2.396,98;2.311,98
1,00;"Me 26 Nov 2025";24,00;24,00;22,00;"1 mesi 9 giorni 0 ore";100,00;1,88;0,00;502,50;460,00;1.751,36;0,00;0,00;92,49;72,97;72,97;116,93;2.806,35;2.713,86
1,00;"Gi 27 Nov 2025";14,00;23,00;26,00;"1 mesi 4 giorni 0 ore";60,87;1,71;0,00;469,50;180,00;833,98;55,00;-50,00;52,51;36,26;59,57;110,07;1.540,99;1.488,48
1,00;"Ve 28 Nov 2025";21,00;25,00;19,00;"0 mesi 28 giorni 0 ore";84,00;2,14;0,00;267,50;270,00;2.152,32;30,00;0,00;112,50;86,09;102,49;134,87;2.832,32;2.719,82
1,00;"Sa 29 Nov 2025";23,00;25,00;17,00;"1 mesi 19 giorni 0 ore";92,00;2,48;0,00;438,00;820,00;3.764,92;0,00;-0,23;127,50;150,60;163,69;223,92;5.150,19;5.022,69
1,00;"Do 30 Nov 2025";1,00;2,00;22,00;---;50,00;2,00;0,00;580,50;80,00;-0,02;10,00;-0,48;0,00;-0,01;-0,02;670,00;670,00;670,00
1,00;"Lu 01 Dic 2025";1,00;2,00;18,00;"34 mesi 14 giorni 0 ore";50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Ma 02 Dic 2025";1,00;2,00;18,00;---;50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Me 03 Dic 2025";1,00;2,00;22,00;---;50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Gi 04 Dic 2025";1,00;2,00;17,00;---;50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Ve 05 Dic 2025";1,00;2,00;16,00;---;50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Sa 06 Dic 2025";1,00;2,00;16,00;---;50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Do 07 Dic 2025";1,00;2,00;19,00;---;50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Lu 08 Dic 2025";1,00;2,00;19,00;---;50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Ma 09 Dic 2025";1,00;2,00;65,00;---;50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Me 10 Dic 2025";1,00;2,00;19,00;---;50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Gi 11 Dic 2025";1,00;2,00;28,00;"34 mesi 14 giorni 0 ore";50,00;2,00;0,00;0,00;0,00;-0,02;0,00;0,00;0,00;-0,01;-0,02;-0,02;-0,02;-0,02
1,00;"Ve 12 Dic 2025";17,00;22,00;23,00;"1 mesi 2 giorni 0 ore";77,27;2,18;0,00;28,00;350,00;1.209,52;0,00;0,00;82,50;54,98;71,15;98,24;1.670,02;1.587,52
1,00;"Sa 13 Dic 2025";22,00;24,00;23,00;"1 mesi 11 giorni 0 ore";91,67;2,00;0,00;423,50;430,00;2.452,38;0,00;0,00;105,00;102,18;111,47;155,04;3.410,88;3.305,88
1,00;"Do 14 Dic 2025";15,00;24,00;12,00;"2 mesi 26 giorni 0 ore";62,50;2,07;0,00;485,50;60,00;1.028,56;0,00;-40,00;72,50;42,86;68,57;107,10;1.606,56;1.534,06
1,00;"Lu 15 Dic 2025";20,00;24,00;43,00;"2 mesi 4 giorni 0 ore";83,33;1,90;0,00;370,00;310,00;1.452,50;0,00;0,00;85,00;60,52;72,63;110,88;2.217,50;2.132,50
1,00;"Ma 16 Dic 2025";17,00;25,00;17,00;"1 mesi 27 giorni 0 ore";68,00;1,71;0,00;441,00;170,00;1.057,50;0,00;0,00;67,50;42,30;62,21;102,12;1.736,00;1.668,50
1,00;"Me 17 Dic 2025";13,00;25,00;30,00;"1 mesi 27 giorni 0 ore";52,00;1,54;0,00;344,50;0,00;732,50;0,00;0,00;45,00;29,30;56,35;86,31;1.122,00;1.077,00
1,00;"Gi 18 Dic 2025";15,00;24,00;23,00;"1 mesi 17 giorni 0 ore";62,50;1,93;0,00;224,50;0,00;539,15;0,00;0,00;45,00;22,46;35,94;53,91;808,65;763,65
1,00;"Ve 19 Dic 2025";21,00;24,00;26,00;"1 mesi 6 giorni 0 ore";87,50;2,24;0,00;278,50;310,00;1.997,01;0,00;0,00;127,48;83,21;95,10;129,19;2.712,99;2.585,51
1,00;"Sa 20 Dic 2025";23,00;24,00;17,00;"2 mesi 4 giorni 0 ore";95,83;2,17;0,00;522,50;710,00;2.933,30;0,00;0,00;115,02;122,22;127,53;186,12;4.280,82;4.165,80
1,00;"Do 21 Dic 2025";16,00;24,00;24,00;"2 mesi 4 giorni 0 ore";66,67;2,06;0,00;638,00;680,00;1.238,03;0,00;0,00;75,00;51,58;77,38;164,44;2.631,03;2.556,03
1,00;"Lu 22 Dic 2025";18,00;25,00;29,00;"1 mesi 17 giorni 0 ore";72,00;2,44;0,00;400,00;0,00;1.826,22;0,00;0,00;92,50;73,05;101,46;128,82;2.318,72;2.226,22
1,00;"Ma 23 Dic 2025";12,00;24,00;26,00;"1 mesi 27 giorni 0 ore";50,00;2,50;0,00;393,50;250,00;1.012,28;0,00;0,00;57,50;42,18;84,36;142,77;1.713,28;1.655,78
1,00;"Me 24 Dic 2025";20,00;25,00;20,00;"1 mesi 8 giorni 0 ore";80,00;2,15;0,00;318,00;590,00;2.826,19;25,00;0,00;95,00;113,05;141,31;192,71;3.854,19;3.759,19
1,00;"Gi 25 Dic 2025";21,00;25,00;10,00;"1 mesi 21 giorni 0 ore";84,00;2,29;0,00;401,50;605,00;3.188,51;6,00;0,00;107,50;127,54;151,83;205,17;4.308,51;4.201,01
1,00;"Ve 26 Dic 2025";24,00;25,00;8,00;"1 mesi 11 giorni 0 ore";96,00;2,29;0,00;489,50;580,00;4.170,44;10,00;0,00;127,50;166,82;173,77;224,06;5.377,44;5.249,94
1,00;"Sa 27 Dic 2025";24,00;25,00;14,00;"1 mesi 11 giorni 0 ore";96,00;2,13;0,00;611,50;770,00;3.857,11;4,00;0,00;122,50;154,28;160,71;223,55;5.365,11;5.242,61
1,00;"Do 28 Dic 2025";25,00;25,00;16,00;"2 mesi 0 giorni 0 ore";100,00;2,28;0,00;610,00;850,00;3.377,60;20,00;0,00;132,50;135,10;135,10;199,60;4.990,10;4.857,60
1,00;"Lu 29 Dic 2025";25,00;25,00;19,00;"1 mesi 14 giorni 0 ore";100,00;2,12;0,00;719,00;880,00;3.545,35;10,00;0,00;120,00;141,81;141,81;210,97;5.274,35;5.154,35
1,00;"Ma 30 Dic 2025";24,00;25,00;40,00;"1 mesi 19 giorni 0 ore";96,00;2,17;0,00;687,00;425,00;3.031,91;0,00;0,00;112,50;121,28;126,33;177,35;4.256,41;4.143,91
1,00;"Me 31 Dic 2025";23,00;25,00;7,00;"1 mesi 6 giorni 0 ore";92,00;2,22;0,00;648,00;490,00;6.677,03;98,00;0,00;105,00;267,08;290,31;348,61;8.018,03;7.913,03
;Totale;7957,00;8324,00;7386,00;"2 mesi 16 giorni 0 ore";95,59;2,12;-3.486,67;165.917,60;117.451,00;1.313.095,47;10.113,22;-1.703,11;37.871,58;157,75;165,02;206,01;1.639.259,09;1.601.387,51
