Notti;Periodo;"Room Night";"Room Night Totali";Pickup;"Lead Time Medio";Occupazione(%);"Occupazione Persone Media";"Non Classificato";Ristorante;"Spa
";Pernotto;Altro;Sconti;"City Tax";RevPar;ADR;"Ricavo medio prenotazione";Totale;"Totale senza imposta"
1,00;"Me 01 Gen 2025";25,00;25,00;20,00;"0 mesi 26 giorni 0 ore";100,00;2,12;-78,46;510,00;590,00;3.055,79;39,00;0,00;127,50;122,23;122,23;169,75;4.243,83;4.116,33
1,00;"Gi 02 Gen 2025";25,00;25,00;27,00;"0 mesi 26 giorni 0 ore";100,00;2,24;-0,70;446,50;940,00;2.934,81;8,00;0,00;132,50;117,39;117,39;178,44;4.461,11;4.328,61
1,00;"Ve 03 Gen 2025";25,00;25,00;26,00;"1 mesi 8 giorni 0 ore";100,00;2,52;-1,00;546,50;590,00;3.575,90;32,00;0,00;137,50;143,04;143,04;195,24;4.880,90;4.743,40
1,00;"Sa 04 Gen 2025";25,00;25,00;33,00;"1 mesi 17 giorni 0 ore";100,00;2,60;-0,04;507,50;500,00;4.240,30;2,00;0,00;140,00;169,61;169,61;215,59;5.389,76;5.249,76
1,00;"Do 05 Gen 2025";25,00;25,00;32,00;"0 mesi 27 giorni 0 ore";100,00;2,28;-0,05;522,00;630,00;2.302,51;0,00;0,00;132,50;92,10;92,10;143,48;3.586,96;3.454,46
1,00;"Lu 06 Gen 2025";22,00;25,00;32,00;"1 mesi 4 giorni 0 ore";88,00;2,00;-0,08;457,50;540,00;1.452,45;8,00;0,00;102,50;58,10;66,02;116,38;2.560,37;2.457,87
1,00;"Ma 07 Gen 2025";25,00;25,00;24,00;"1 mesi 9 giorni 0 ore";100,00;2,00;0,00;436,50;110,00;1.752,05;4,00;0,00;115,00;70,08;70,08;96,70;2.417,55;2.302,55
1,00;"Me 08 Gen 2025";25,00;25,00;40,00;"1 mesi 24 giorni 0 ore";100,00;1,80;0,00;529,50;150,00;1.632,16;0,00;0,00;110,00;65,29;65,29;96,87;2.421,66;2.311,66
1,00;"Gi 09 Gen 2025";18,00;25,00;33,00;"2 mesi 0 giorni 0 ore";72,00;1,78;-0,20;500,50;0,00;1.102,57;0,00;0,00;77,50;44,10;61,25;93,35;1.680,37;1.602,87
1,00;"Ve 10 Gen 2025";23,00;25,00;36,00;"1 mesi 11 giorni 0 ore";92,00;1,87;0,00;553,50;550,00;1.715,13;0,00;0,00;105,00;68,61;74,57;127,11;2.923,63;2.818,63
1,00;"Sa 11 Gen 2025";23,00;25,00;23,00;"1 mesi 13 giorni 0 ore";92,00;2,04;0,00;626,00;1.070,00;3.144,60;6,00;0,00;115,00;125,78;136,72;215,72;4.961,60;4.846,60
1,00;"Do 12 Gen 2025";21,00;25,00;35,00;"1 mesi 13 giorni 0 ore";84,00;1,90;-0,70;397,00;310,00;1.351,26;0,00;0,00;97,50;54,05;64,35;102,62;2.155,06;2.057,56
1,00;"Lu 13 Gen 2025";24,00;25,00;37,00;"1 mesi 17 giorni 0 ore";96,00;1,75;-0,28;329,00;410,00;1.612,84;0,00;0,00;100,00;64,51;67,20;102,15;2.451,56;2.351,56
1,00;"Ma 14 Gen 2025";25,00;25,00;32,00;"1 mesi 21 giorni 0 ore";100,00;1,52;-11,60;335,00;448,00;2.017,47;0,00;0,00;92,50;80,70;80,70;115,25;2.881,37;2.788,87
1,00;"Me 15 Gen 2025";25,00;25,00;31,00;"1 mesi 11 giorni 0 ore";100,00;1,64;-146,02;417,90;60,00;1.718,51;84,00;0,00;100,00;68,74;68,74;89,38;2.234,39;2.134,39
1,00;"Gi 16 Gen 2025";24,00;25,00;17,00;"1 mesi 27 giorni 0 ore";96,00;1,71;-0,60;399,00;420,00;1.749,76;8,00;0,00;100,00;69,99;72,91;111,51;2.676,16;2.576,16
1,00;"Ve 17 Gen 2025";24,00;25,00;35,00;"0 mesi 26 giorni 0 ore";96,00;2,08;-0,69;439,00;290,00;2.410,24;2,00;0,00;120,00;96,41;100,43;135,86;3.260,55;3.140,55
1,00;"Sa 18 Gen 2025";24,00;25,00;32,00;"1 mesi 13 giorni 0 ore";96,00;2,04;-0,60;473,00;1.000,00;3.209,38;0,00;0,00;120,00;128,38;133,72;200,07;4.801,78;4.681,78
1,00;"Do 19 Gen 2025";20,00;25,00;46,00;"1 mesi 19 giorni 0 ore";80,00;1,95;-0,20;417,00;735,00;1.336,48;50,00;0,00;92,50;53,46;66,82;131,54;2.630,78;2.538,28
1,00;"Lu 20 Gen 2025";22,00;25,00;55,00;"1 mesi 13 giorni 0 ore";88,00;1,68;-10,11;309,50;240,00;1.424,15;46,00;0,00;90,00;56,97;64,73;95,43;2.099,54;2.009,54
1,00;"Ma 21 Gen 2025";25,00;25,00;35,00;"1 mesi 17 giorni 0 ore";100,00;1,56;-0,04;295,00;160,00;1.597,16;35,00;0,00;97,50;63,89;63,89;87,38;2.184,62;2.087,12
1,00;"Me 22 Gen 2025";21,00;25,00;31,00;"1 mesi 21 giorni 0 ore";84,00;1,86;-0,79;316,50;60,00;1.168,19;0,00;0,00;90,00;46,73;55,63;77,80;1.633,90;1.543,90
1,00;"Gi 23 Gen 2025";22,00;25,00;22,00;"1 mesi 13 giorni 0 ore";88,00;2,00;0,00;339,50;375,00;1.451,67;0,00;0,00;100,00;58,07;65,98;103,01;2.266,17;2.166,17
1,00;"Ve 24 Gen 2025";25,00;25,00;25,00;"0 mesi 28 giorni 0 ore";100,00;2,24;0,00;349,50;280,00;2.108,38;12,00;0,00;122,50;84,34;84,34;114,90;2.872,38;2.749,88
1,00;"Sa 25 Gen 2025";24,00;25,00;20,00;"1 mesi 8 giorni 0 ore";96,00;2,29;-13,65;472,50;1.020,00;3.820,91;64,00;0,00;122,50;152,84;159,20;228,59;5.486,26;5.363,76
1,00;"Do 26 Gen 2025";24,00;25,00;19,00;"0 mesi 29 giorni 0 ore";96,00;2,17;0,00;486,00;540,00;1.872,03;0,00;0,00;120,00;74,88;78,00;125,75;3.018,03;2.898,03
1,00;"Lu 27 Gen 2025";24,00;25,00;26,00;"1 mesi 19 giorni 0 ore";96,00;1,83;-0,01;443,50;200,00;1.674,65;0,00;0,00;102,50;66,99;69,78;100,86;2.420,64;2.318,14
1,00;"Ma 28 Gen 2025";25,00;25,00;33,00;"1 mesi 21 giorni 0 ore";100,00;1,96;0,00;383,00;240,00;1.971,55;2,00;0,00;110,00;78,86;78,86;108,26;2.706,55;2.596,55
1,00;"Me 29 Gen 2025";21,00;25,00;16,00;"1 mesi 13 giorni 0 ore";84,00;1,86;0,00;428,00;220,00;1.500,00;0,00;0,00;95,00;60,00;71,43;106,81;2.243,00;2.148,00
1,00;"Gi 30 Gen 2025";23,00;25,00;16,00;"1 mesi 9 giorni 0 ore";92,00;2,00;0,00;334,50;110,00;1.698,07;8,00;0,00;112,50;67,92;73,83;98,39;2.263,07;2.150,57
1,00;"Ve 31 Gen 2025";21,00;25,00;26,00;"0 mesi 28 giorni 0 ore";84,00;2,14;-0,06;374,00;320,00;1.717,25;0,00;0,00;107,50;68,69;81,77;119,94;2.518,69;2.411,19
1,00;"Sa 01 Feb 2025";24,00;25,00;27,00;"1 mesi 0 giorni 0 ore";96,00;2,08;-0,04;389,00;1.140,00;2.989,08;18,00;0,00;120,00;119,56;124,55;194,00;4.656,04;4.536,04
1,00;"Do 02 Feb 2025";0,00;0,00;18,00;---;0,00;0,00;-0,08;423,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;422,92;422,92
1,00;"Lu 03 Feb 2025";0,00;0,00;19,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Ma 04 Feb 2025";0,00;0,00;13,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Me 05 Feb 2025";0,00;0,00;4,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Gi 06 Feb 2025";0,00;0,00;10,00;"17 mesi 7 giorni 0 ore";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Ve 07 Feb 2025";0,00;0,00;18,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Sa 08 Feb 2025";0,00;0,00;25,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Do 09 Feb 2025";0,00;0,00;31,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Lu 10 Feb 2025";0,00;0,00;14,00;"34 mesi 14 giorni 0 ore";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Ma 11 Feb 2025";0,00;0,00;21,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Me 12 Feb 2025";0,00;0,00;10,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Gi 13 Feb 2025";0,00;0,00;5,00;"34 mesi 14 giorni 0 ore";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Ve 14 Feb 2025";0,00;0,00;8,00;"11 mesi 14 giorni 0 ore";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Sa 15 Feb 2025";0,00;0,00;18,00;"6 mesi 26 giorni 0 ore";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Do 16 Feb 2025";0,00;0,00;22,00;"34 mesi 14 giorni 0 ore";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Lu 17 Feb 2025";0,00;0,00;22,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Ma 18 Feb 2025";0,00;0,00;34,00;---;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Me 19 Feb 2025";0,00;0,00;20,00;"17 mesi 7 giorni 0 ore";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Gi 20 Feb 2025";0,00;0,00;30,00;"1 mesi 13 giorni 0 ore";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1,00;"Ve 21 Feb 2025";15,00;15,00;17,00;"1 mesi 3 giorni 0 ore";100,00;2,20;-12,60;0,00;150,00;1.278,71;0,00;0,00;72,50;85,25;85,25;99,24;1.488,61;1.416,11
1,00;"Sa 22 Feb 2025";18,00;20,00;13,00;"1 mesi 11 giorni 0 ore";90,00;2,44;-2,70;273,00;390,00;3.210,31;84,00;0,00;85,00;160,52;178,35;224,42;4.039,61;3.954,61
1,00;"Do 23 Feb 2025";18,00;23,00;21,00;"1 mesi 3 giorni 0 ore";78,26;2,17;0,00;446,00;400,00;1.452,06;0,00;0,00;87,50;63,13;80,67;132,53;2.385,56;2.298,06
1,00;"Lu 24 Feb 2025";21,00;24,00;18,00;"2 mesi 4 giorni 0 ore";87,50;2,00;0,00;334,00;620,00;1.682,21;0,00;0,00;100,00;70,09;80,11;130,30;2.736,21;2.636,21
1,00;"Ma 25 Feb 2025";22,00;24,00;26,00;"1 mesi 2 giorni 0 ore";91,67;1,55;-0,23;352,00;240,00;1.679,91;-4,20;0,00;80,00;70,00;76,36;106,70;2.347,48;2.267,48
1,00;"Me 26 Feb 2025";19,00;24,00;25,00;"1 mesi 9 giorni 0 ore";79,17;1,68;-0,60;289,00;260,00;1.425,02;25,00;0,00;72,50;59,38;75,00;109,00;2.070,92;1.998,42
1,00;"Gi 27 Feb 2025";23,00;24,00;18,00;"1 mesi 21 giorni 0 ore";95,83;1,91;0,00;269,50;310,00;2.011,38;86,00;0,00;102,50;83,81;87,45;120,84;2.779,38;2.676,88
1,00;"Ve 28 Feb 2025";23,00;24,00;17,00;"1 mesi 1 giorni 0 ore";95,83;2,00;0,00;376,50;420,00;2.252,82;6,00;0,00;107,50;93,87;97,95;137,51;3.162,82;3.055,32
1,00;"Sa 01 Mar 2025";23,00;24,00;23,00;"1 mesi 3 giorni 0 ore";95,83;2,26;0,00;374,00;750,00;3.607,86;0,00;0,00;130,00;150,33;156,86;211,39;4.861,86;4.731,86
1,00;"Do 02 Mar 2025";20,00;24,00;17,00;"1 mesi 8 giorni 0 ore";83,33;2,30;0,00;442,00;345,00;1.733,12;105,00;0,00;110,00;72,21;86,66;136,76;2.735,12;2.625,12
1,00;"Lu 03 Mar 2025";23,00;24,00;27,00;"1 mesi 14 giorni 0 ore";95,83;2,43;-0,44;377,50;60,00;2.060,75;30,00;0,00;110,00;85,86;89,60;114,69;2.637,81;2.527,81
1,00;"Ma 04 Mar 2025";21,00;24,00;17,00;"3 mesi 24 giorni 0 ore";87,50;2,33;-10,45;449,50;250,00;2.180,57;35,00;0,00;93,75;90,86;103,84;142,78;2.998,37;2.904,62
1,00;"Me 05 Mar 2025";24,00;24,00;36,00;"1 mesi 19 giorni 0 ore";100,00;2,25;0,00;416,00;0,00;2.187,57;22,00;0,00;108,75;91,15;91,15;113,93;2.734,32;2.625,57
1,00;"Gi 06 Mar 2025";22,00;24,00;11,00;"3 mesi 24 giorni 0 ore";91,67;2,00;0,00;441,00;60,00;1.929,18;40,00;0,00;102,50;80,38;87,69;116,94;2.572,68;2.470,18
1,00;"Ve 07 Mar 2025";25,00;25,00;20,00;"0 mesi 28 giorni 0 ore";100,00;2,04;0,00;341,00;230,00;3.338,33;0,00;0,00;120,00;133,53;133,53;161,17;4.029,33;3.909,33
1,00;"Sa 08 Mar 2025";24,00;25,00;20,00;"1 mesi 19 giorni 0 ore";96,00;2,04;0,00;400,50;1.050,00;4.250,05;9,00;0,00;122,50;170,00;177,09;243,00;5.832,05;5.709,55
1,00;"Do 09 Mar 2025";24,00;25,00;33,00;"1 mesi 14 giorni 0 ore";96,00;2,00;0,00;416,50;240,00;2.160,57;11,00;0,00;117,50;86,42;90,02;122,73;2.945,57;2.828,07
1,00;"Lu 10 Mar 2025";24,00;25,00;10,00;"1 mesi 14 giorni 0 ore";96,00;1,88;0,00;405,50;180,00;2.856,02;0,00;0,00;107,50;114,24;119,00;147,88;3.549,02;3.441,52
1,00;"Ma 11 Mar 2025";21,00;25,00;17,00;"2 mesi 13 giorni 0 ore";84,00;1,95;0,00;377,50;330,00;2.461,77;4,00;0,00;97,50;98,47;117,23;155,75;3.270,77;3.173,27
1,00;"Me 12 Mar 2025";20,00;25,00;17,00;"2 mesi 19 giorni 0 ore";80,00;1,95;-0,02;352,50;220,00;1.937,11;0,00;0,00;95,00;77,48;96,86;130,23;2.604,59;2.509,59
1,00;"Gi 13 Mar 2025";22,00;25,00;35,00;"1 mesi 6 giorni 0 ore";88,00;1,77;-35,46;338,00;260,00;1.852,13;0,00;0,00;87,50;74,09;84,19;113,73;2.502,17;2.414,67
1,00;"Ve 14 Mar 2025";24,00;25,00;29,00;"0 mesi 29 giorni 0 ore";96,00;2,13;-0,92;331,50;235,00;2.568,78;4,00;0,00;112,50;102,75;107,03;135,45;3.250,86;3.138,36
1,00;"Sa 15 Mar 2025";24,00;25,00;26,00;"0 mesi 27 giorni 0 ore";96,00;2,00;-0,95;505,50;620,00;3.493,28;0,00;-0,32;115,00;139,73;145,55;197,19;4.732,51;4.617,51
1,00;"Do 16 Mar 2025";19,00;25,00;17,00;"2 mesi 0 giorni 0 ore";76,00;1,89;0,00;412,00;680,00;1.930,98;-34,88;0,00;90,00;77,24;101,63;162,01;3.078,10;2.988,10
1,00;"Lu 17 Mar 2025";23,00;25,00;26,00;"2 mesi 19 giorni 0 ore";92,00;1,91;-0,01;306,00;0,00;2.118,69;78,00;0,00;105,00;84,75;92,12;113,38;2.607,68;2.502,68
1,00;"Ma 18 Mar 2025";24,00;25,00;24,00;"3 mesi 4 giorni 0 ore";96,00;1,75;0,00;369,00;60,00;2.229,91;0,00;0,00;105,00;89,20;92,91;115,16;2.763,91;2.658,91
1,00;"Me 19 Mar 2025";24,00;25,00;43,00;"2 mesi 26 giorni 0 ore";96,00;1,83;0,00;360,50;0,00;1.999,97;0,00;0,00;110,00;80,00;83,33;102,94;2.470,47;2.360,47
1,00;"Gi 20 Mar 2025";25,00;25,00;21,00;"2 mesi 4 giorni 0 ore";100,00;2,00;-0,02;374,00;240,00;2.428,99;64,00;0,00;122,50;97,16;97,16;129,18;3.229,47;3.106,97
1,00;"Ve 21 Mar 2025";24,00;25,00;26,00;"1 mesi 13 giorni 0 ore";96,00;2,00;-0,23;414,50;80,00;3.266,07;0,00;0,00;120,00;130,64;136,09;161,68;3.880,34;3.760,34
1,00;"Sa 22 Mar 2025";25,00;25,00;19,00;"0 mesi 28 giorni 0 ore";100,00;2,12;-0,29;391,00;680,00;4.246,61;97,00;0,00;132,50;169,86;169,86;221,87;5.546,82;5.414,32
1,00;"Do 23 Mar 2025";25,00;25,00;45,00;"1 mesi 13 giorni 0 ore";100,00;2,04;0,00;445,50;390,00;2.649,13;8,00;0,00;127,50;105,97;105,97;144,81;3.620,13;3.492,63
1,00;"Lu 24 Mar 2025";22,00;25,00;50,00;"1 mesi 9 giorni 0 ore";88,00;1,91;0,00;416,50;510,00;2.177,90;8,00;0,00;105,00;87,12;99,00;146,25;3.217,40;3.112,40
1,00;"Ma 25 Mar 2025";25,00;24,00;26,00;"1 mesi 1 giorni 0 ore";104,17;1,96;0,00;343,00;160,00;2.528,93;35,00;0,00;117,50;105,37;101,16;127,38;3.184,43;3.066,93
1,00;"Me 26 Mar 2025";25,00;25,00;16,00;"1 mesi 8 giorni 0 ore";100,00;1,80;0,00;394,50;160,00;2.375,39;0,00;0,00;110,00;95,02;95,02;121,60;3.039,89;2.929,89
1,00;"Gi 27 Mar 2025";25,00;25,00;17,00;"1 mesi 6 giorni 0 ore";100,00;2,08;-1,36;563,00;610,00;2.811,25;4,00;0,00;120,00;112,45;112,45;164,28;4.106,89;3.986,89
1,00;"Ve 28 Mar 2025";25,00;25,00;13,00;"1 mesi 5 giorni 0 ore";100,00;2,04;0,00;465,50;150,00;3.622,39;4,00;0,00;127,50;144,90;144,90;174,78;4.369,39;4.241,89
1,00;"Sa 29 Mar 2025";25,00;25,00;5,00;"1 mesi 5 giorni 0 ore";100,00;2,04;0,00;416,50;350,00;4.416,62;14,00;0,00;125,50;176,66;176,66;212,90;5.322,62;5.197,12
1,00;"Do 30 Mar 2025";25,00;25,00;21,00;"1 mesi 13 giorni 0 ore";100,00;2,20;0,00;416,50;470,00;3.055,12;12,00;0,00;128,00;122,20;122,20;163,26;4.081,62;3.953,62
1,00;"Lu 31 Mar 2025";23,00;25,00;23,00;"2 mesi 8 giorni 0 ore";92,00;1,96;0,00;461,00;210,00;2.388,36;140,00;0,00;105,00;95,53;103,84;143,67;3.304,36;3.199,36
1,00;"Ma 01 Apr 2025";25,00;25,00;16,00;"1 mesi 17 giorni 0 ore";100,00;1,96;0,00;376,00;190,00;3.364,09;66,00;0,00;120,00;134,56;134,56;164,64;4.116,09;3.996,09
1,00;"Me 02 Apr 2025";24,00;25,00;24,00;"2 mesi 8 giorni 0 ore";96,00;2,04;8,00;419,00;260,00;2.957,24;8,00;0,00;120,00;118,29;123,22;157,18;3.772,24;3.652,24
1,00;"Gi 03 Apr 2025";25,00;25,00;7,00;"1 mesi 21 giorni 0 ore";100,00;1,92;-0,03;406,00;120,00;2.637,60;0,00;0,00;117,50;105,50;105,50;131,24;3.281,07;3.163,57
1,00;"Ve 04 Apr 2025";24,00;25,00;23,00;"1 mesi 13 giorni 0 ore";96,00;2,08;-24,12;467,50;430,00;3.484,30;0,00;0,00;122,50;139,37;145,18;186,67;4.480,18;4.357,68
1,00;"Sa 05 Apr 2025";25,00;25,00;14,00;"1 mesi 17 giorni 0 ore";100,00;2,12;0,00;484,00;770,00;4.425,83;106,00;-293,71;125,00;177,03;177,03;224,68;5.617,12;5.492,12
1,00;"Do 06 Apr 2025";25,00;25,00;23,00;"1 mesi 13 giorni 0 ore";100,00;2,20;-0,70;492,50;300,00;3.487,04;40,00;0,00;127,50;139,48;139,48;177,85;4.446,34;4.318,84
1,00;"Lu 07 Apr 2025";25,00;25,00;10,00;"3 mesi 4 giorni 0 ore";100,00;2,04;0,00;545,00;195,00;3.522,65;4,00;0,00;117,50;140,91;140,91;175,37;4.384,15;4.266,65
1,00;"Ma 08 Apr 2025";23,00;25,00;10,00;"4 mesi 27 giorni 0 ore";92,00;2,04;0,00;490,00;60,00;3.425,86;34,00;0,00;105,00;137,03;148,95;178,91;4.114,86;4.009,86
1,00;"Me 09 Apr 2025";24,00;25,00;17,00;"2 mesi 19 giorni 0 ore";96,00;1,88;0,00;532,50;60,00;3.297,91;146,00;0,00;100,00;131,92;137,41;172,35;4.136,41;4.036,41
1,00;"Gi 10 Apr 2025";25,00;25,00;13,00;"1 mesi 24 giorni 0 ore";100,00;1,96;0,00;515,00;300,00;3.356,87;2,00;0,00;107,50;134,27;134,27;171,25;4.281,37;4.173,87
1,00;"Ve 11 Apr 2025";25,00;25,00;11,00;"1 mesi 17 giorni 0 ore";100,00;2,24;0,00;484,50;120,00;3.506,86;23,00;0,00;110,00;140,27;140,27;169,77;4.244,36;4.134,36
1,00;"Sa 12 Apr 2025";24,00;25,00;20,00;"0 mesi 26 giorni 0 ore";96,00;2,46;-0,73;461,50;390,00;4.814,44;17,00;0,00;122,50;192,58;200,60;241,86;5.804,71;5.682,21
